prices.price,prices.tax.iptu,prices.tax.condo,features.bedrooms,features.bathrooms,features.suites,features.parkingSpaces,features.usableAreas,features.totalAreas,features.floors,features.unitsOnTheFloor,features.unitFloor,types.unit_Apartamento,types.unit_Casa,types.unit_Outros,address.zone_Zona Central,address.zone_Zona Norte,address.zone_Zona Oeste,address.zone_Zona Sul,sold
65000.0,0.0,0.0,2,1,0,0,40,0,0,0,0,1,0,0,0,0,1,0,0
65000.0,0.0,0.0,0,0,0,0,190,190,0,0,0,0,0,1,0,0,1,0,0
70000.0,0.0,95.0,2,1,0,1,40,40,5,4,0,1,0,0,0,0,1,0,0
65000.0,0.0,0.0,0,0,0,0,70,70,0,0,1,0,0,1,0,0,1,0,0
69829.0,0.0,0.0,2,1,0,1,43,0,0,0,0,1,0,0,0,0,1,0,0
70000.0,0.0,70.0,2,1,0,1,51,0,0,0,3,1,0,0,0,0,1,0,0
70000.0,0.0,0.0,0,0,0,0,0,162,0,0,0,0,0,1,0,0,1,0,0
69000.0,0.0,250.0,1,1,0,0,30,30,0,0,0,1,0,0,1,0,0,0,0
70000.0,0.0,200.0,1,0,0,0,128,128,0,0,0,0,0,1,0,0,1,0,0
65000.0,0.0,275.0,1,1,0,1,30,30,0,0,0,1,0,0,0,0,1,0,0
69000.0,0.0,0.0,2,1,0,1,50,50,0,0,0,1,0,0,0,0,1,0,0
65000.0,100.0,120.0,1,0,0,0,60,60,0,0,0,0,0,1,0,0,1,0,0
65000.0,0.0,0.0,0,0,0,0,50,0,0,0,1,0,0,1,0,1,0,0,0
65000.0,0.0,176.0,2,1,0,1,44,44,0,0,0,1,0,0,0,0,1,0,0
70000.0,0.0,290.0,2,1,0,0,50,50,0,0,0,1,0,0,0,0,1,0,0
70000.0,0.0,0.0,1,1,0,0,24,0,0,0,0,1,0,0,1,0,0,0,0
65000.0,0.0,0.0,0,0,0,0,49,49,0,0,0,0,0,1,0,1,0,0,0
70000.0,0.0,0.0,2,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0
65000.0,0.0,0.0,1,1,0,0,48,48,0,0,0,1,0,0,0,0,1,0,0
65000.0,0.0,0.0,2,1,0,1,43,0,0,0,0,1,0,0,0,0,1,0,0
70000.0,0.0,0.0,0,0,0,0,130,130,0,0,0,0,0,1,0,0,1,0,0
65000.0,0.0,0.0,0,0,0,0,49,500,0,0,0,0,0,1,0,1,0,0,0
65000.0,0.0,0.0,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
70000.0,0.0,0.0,1,1,0,0,42,42,0,0,0,1,0,0,0,1,0,0,0
70000.0,0.0,0.0,1,1,0,0,45,65,0,0,0,0,1,0,0,0,1,0,0
80000.0,0.0,200.0,2,1,0,1,53,0,12,2,2,1,0,0,0,0,1,0,0
74000.0,0.0,112.0,2,1,0,1,42,42,0,0,0,1,0,0,0,0,1,0,0
70837.0,0.0,0.0,2,1,0,1,43,0,0,0,1,1,0,0,0,0,1,0,0
73952.0,0.0,0.0,2,1,0,0,49,0,0,0,3,1,0,0,0,1,0,0,0
75000.0,0.0,350.0,2,1,0,0,75,75,0,0,4,1,0,0,0,1,0,0,0
75000.0,250.0,120.0,0,0,0,0,180,180,0,0,1,0,0,1,0,0,1,0,0
73952.0,0.0,0.0,2,1,0,1,49,0,0,0,0,1,0,0,0,1,0,0,0
78696.0,0.0,0.0,2,1,0,1,44,0,0,0,0,1,0,0,0,0,1,0,0
70837.0,0.0,0.0,2,1,0,0,42,0,0,0,0,1,0,0,0,0,1,0,0
80000.0,0.0,0.0,1,1,1,0,70,0,0,0,0,0,1,0,0,0,1,0,0
75000.0,0.0,0.0,1,1,0,1,56,56,0,0,5,1,0,0,0,0,1,0,0
70937.0,0.0,0.0,2,1,0,1,45,0,0,0,0,1,0,0,0,0,1,0,0
75000.0,0.0,0.0,1,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
80000.0,0.0,100.0,0,0,0,0,150,150,0,0,0,0,0,1,0,0,1,0,0
75000.0,0.0,0.0,1,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0
75000.0,0.0,0.0,3,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0
80000.0,0.0,80.0,2,1,0,1,53,53,0,0,0,1,0,0,0,0,1,0,0
74000.0,0.0,160.0,2,1,0,1,55,57,0,0,5,1,0,0,0,0,1,0,0
76107.0,0.0,0.0,2,1,0,0,60,0,0,0,0,1,0,0,0,0,1,0,0
80000.0,0.0,0.0,2,1,0,0,80,0,0,0,0,0,1,0,0,0,1,0,0
75000.0,0.0,0.0,1,1,0,1,55,55,2,1,0,1,0,0,0,1,0,0,0
75000.0,0.0,0.0,0,0,0,0,170,170,0,0,0,0,0,1,0,0,1,0,0
80000.0,0.0,0.0,2,1,0,2,70,0,0,0,0,0,1,0,0,0,1,0,0
80000.0,0.0,190.0,2,1,0,1,55,55,0,0,0,1,0,0,0,0,1,0,0
75000.0,0.0,0.0,2,1,0,0,65,65,0,0,0,1,0,0,0,1,0,0,0
80000.0,0.0,50.0,2,1,0,1,53,0,2,0,0,0,1,0,0,0,1,0,0
80000.0,0.0,150.0,0,0,0,0,144,144,0,0,0,0,0,1,0,0,1,0,0
75000.0,0.0,250.0,2,1,0,1,68,68,0,0,0,1,0,0,0,0,1,0,0
75937.0,0.0,0.0,2,1,0,1,53,53,0,0,0,1,0,0,0,0,1,0,0
79580.0,64.0,180.0,1,1,0,0,26,26,3,27,3,1,0,0,0,1,0,0,0
80000.0,0.0,265.0,2,1,0,1,57,0,8,12,8,1,0,0,0,0,1,0,0
80000.0,0.0,100.0,1,1,0,0,45,45,0,0,0,1,0,0,0,1,0,0,0
75000.0,0.0,0.0,2,1,0,0,50,0,0,0,0,0,1,0,0,0,1,0,0
80000.0,0.0,70.0,2,1,0,1,61,66,0,0,0,1,0,0,0,0,1,0,0
75000.0,0.0,60.0,2,1,0,1,40,40,0,0,5,1,0,0,0,1,0,0,0
75000.0,0.0,100.0,0,0,0,0,120,120,0,0,0,0,0,1,0,0,1,0,0
70217.0,0.0,0.0,2,1,0,1,44,80,4,0,4,0,0,1,0,0,1,0,0
80000.0,0.0,0.0,0,0,0,0,225,225,0,0,0,0,0,1,0,0,1,0,0
78000.0,0.0,0.0,0,0,0,0,4,4,0,0,0,0,0,1,0,1,0,0,0
78696.0,0.0,0.0,2,1,0,1,44,59,33,2,2,1,0,0,0,0,1,0,0
75582.0,0.0,0.0,2,1,0,0,49,49,0,0,0,1,0,0,0,0,1,0,0
80000.0,0.0,0.0,0,0,0,0,120,120,0,0,0,0,0,1,0,0,1,0,0
79990.0,0.0,0.0,0,0,0,0,800,800,0,0,0,0,0,1,0,1,0,0,0
78000.0,0.0,0.0,0,0,0,0,107,107,0,0,0,0,0,1,0,0,1,0,0
74290.0,0.0,0.0,2,1,0,0,71,79,0,0,0,0,1,0,0,0,1,0,0
75000.0,0.0,0.0,1,1,0,0,23,0,0,0,0,1,0,0,0,0,0,1,0
80000.0,0.0,0.0,1,1,0,0,40,0,0,0,0,0,1,0,0,0,1,0,0
80000.0,0.0,0.0,1,1,0,0,60,60,0,0,0,1,0,0,0,1,0,0,0
74999.0,0.0,0.0,2,1,0,0,50,50,0,0,0,1,0,0,0,1,0,0,0
80000.0,0.0,0.0,1,1,0,0,40,40,0,0,0,1,0,0,0,0,1,0,0
80000.0,0.0,0.0,1,1,0,0,40,40,0,0,0,0,1,0,0,1,0,0,0
80000.0,0.0,0.0,2,1,0,0,70,0,0,0,0,0,1,0,0,0,1,0,0
77916.0,0.0,0.0,1,1,0,0,36,170,0,0,0,0,1,0,0,0,1,0,0
80000.0,0.0,0.0,1,1,0,0,39,39,0,0,0,0,1,0,0,1,0,0,0
78000.0,0.0,0.0,1,1,0,0,29,29,0,0,0,1,0,0,0,0,1,0,0
81230.0,100.0,100.0,2,1,0,1,46,46,11,8,2,1,0,0,0,1,0,0,0
89000.0,0.0,249.0,1,1,0,1,40,40,0,0,7,1,0,0,0,0,1,0,0
90000.0,0.0,300.0,2,1,0,1,50,0,0,0,1,1,0,0,0,1,0,0,0
84000.0,0.0,249.0,1,1,0,1,40,0,0,0,5,1,0,0,0,0,1,0,0
90000.0,100.0,236.0,1,1,0,1,35,35,4,4,3,1,0,0,0,1,0,0,0
85000.0,0.0,350.0,2,1,0,1,60,60,11,8,1,1,0,0,0,1,0,0,0
90000.0,0.0,0.0,2,1,0,0,76,76,0,0,0,1,0,0,0,0,1,0,0
80000.0,120.0,400.0,3,2,1,1,60,0,5,6,5,1,0,0,0,0,1,0,0
89000.0,0.0,249.0,1,1,0,1,40,40,7,10,0,1,0,0,0,0,1,0,0
85152.0,0.0,0.0,2,1,0,1,48,48,0,0,0,1,0,0,0,0,1,0,0
85000.0,0.0,0.0,2,1,0,1,80,0,0,0,0,0,1,0,0,0,1,0,0
90000.0,0.0,150.0,2,1,0,1,52,0,8,8,7,1,0,0,0,0,1,0,0
90000.0,0.0,0.0,2,1,0,0,59,0,0,0,0,1,0,0,0,1,0,0,0
81161.0,0.0,0.0,2,2,1,1,75,79,0,0,0,1,0,0,0,0,1,0,0
90000.0,0.0,320.0,1,1,0,0,40,0,4,4,2,1,0,0,0,1,0,0,0
90000.0,0.0,200.0,1,1,0,1,62,62,0,0,0,1,0,0,0,1,0,0,0
89500.0,0.0,145.0,1,1,0,0,35,0,0,0,1,1,0,0,0,0,1,0,0
90000.0,0.0,190.0,2,2,0,0,70,0,0,0,0,0,1,0,0,1,0,0,0
89000.0,10.0,200.0,2,1,0,1,50,50,0,0,4,1,0,0,0,0,1,0,0
89148.0,0.0,0.0,2,1,0,0,62,0,0,0,0,1,0,0,0,0,1,0,0
84150.0,0.0,0.0,2,1,0,1,57,60,2,0,2,1,0,0,0,1,0,0,0
90000.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
85000.0,0.0,0.0,1,1,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0
90000.0,0.0,0.0,1,1,0,0,48,0,0,0,3,1,0,0,0,0,1,0,0
89780.0,0.0,0.0,2,1,0,1,43,43,0,0,0,1,0,0,0,0,1,0,0
90000.0,0.0,0.0,2,1,0,0,60,60,2,2,2,1,0,0,0,1,0,0,0
89794.0,0.0,0.0,2,1,0,1,55,60,0,0,0,1,0,0,0,0,1,0,0
85000.0,0.0,0.0,2,2,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0
90000.0,0.0,350.0,2,1,0,2,58,58,0,0,0,1,0,0,0,1,0,0,0
85000.0,0.0,0.0,0,0,0,0,600,600,0,0,0,0,0,1,0,0,1,0,0
90000.0,0.0,0.0,1,1,0,0,65,70,0,0,0,1,0,0,0,0,1,0,0
90000.0,1.0,190.0,1,1,0,0,24,24,2,5,1,1,0,0,0,1,0,0,0
80000.0,0.0,0.0,0,0,0,0,126,126,0,0,0,0,0,1,0,0,1,0,0
85000.0,0.0,200.0,2,1,0,1,47,50,0,0,0,1,0,0,0,0,1,0,0
85000.0,0.0,30.0,0,0,0,0,93,93,0,0,0,0,0,1,0,0,1,0,0
81161.0,0.0,0.0,2,1,0,0,75,0,0,0,0,1,0,0,0,0,1,0,0
90000.0,160.0,0.0,2,1,0,0,85,85,3,0,0,0,0,1,0,1,0,0,0
85000.0,0.0,0.0,1,1,0,0,30,30,0,0,0,0,0,1,0,1,0,0,0
85000.0,0.0,0.0,1,1,1,1,12,12,0,0,0,0,0,1,1,0,0,0,0
90000.0,0.0,0.0,2,2,0,1,60,60,0,0,0,0,1,0,0,0,1,0,0
90000.0,0.0,0.0,2,1,0,0,70,0,0,0,0,0,1,0,0,0,1,0,0
90000.0,0.0,0.0,0,0,0,0,120,120,0,0,0,0,0,1,0,0,1,0,0
90000.0,0.0,190.0,2,1,0,1,53,53,0,0,0,0,1,0,0,0,1,0,0
90000.0,0.0,0.0,2,1,1,0,190,300,0,0,0,0,1,0,0,1,0,0,0
85000.0,0.0,195.0,2,1,0,1,47,47,0,0,0,1,0,0,0,0,1,0,0
85000.0,0.0,0.0,2,1,0,0,40,40,0,0,0,1,0,0,0,0,1,0,0
85000.0,0.0,0.0,2,1,0,0,68,80,0,0,0,0,1,0,0,0,1,0,0
90000.0,0.0,40.0,1,1,0,1,74,74,0,0,0,0,1,0,0,1,0,0,0
90000.0,0.0,20.0,2,1,0,1,65,70,3,2,1,1,0,0,0,0,1,0,0
85000.0,0.0,150.0,2,1,0,1,50,50,0,0,0,1,0,0,0,0,1,0,0
84420.0,0.0,0.0,2,1,0,0,63,63,0,0,0,1,0,0,0,0,1,0,0
85000.0,0.0,0.0,1,1,0,0,30,30,0,0,0,0,0,1,0,1,0,0,0
90000.0,0.0,60.0,2,1,0,1,54,48,0,0,0,0,1,0,0,0,1,0,0
90000.0,0.0,170.0,1,1,0,1,40,52,0,0,1,1,0,0,0,1,0,0,0
90000.0,0.0,0.0,0,0,0,0,480,480,0,0,0,0,0,1,0,0,1,0,0
85000.0,0.0,0.0,0,0,0,0,131,131,0,0,0,0,0,1,0,0,1,0,0
85000.0,1.0,1.0,1,1,1,1,12,15,29,15,16,1,0,0,1,0,0,0,0
90000.0,0.0,280.0,3,1,0,1,59,59,0,0,0,1,0,0,0,0,1,0,0
90000.0,0.0,1.0,2,1,0,0,45,45,0,0,0,1,0,0,0,0,1,0,0
90000.0,0.0,0.0,0,0,0,0,550,550,0,0,0,0,0,1,0,0,1,0,0
85000.0,0.0,0.0,2,1,0,0,60,0,0,0,1,0,1,0,0,1,0,0,0
90000.0,0.0,200.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
89000.0,0.0,0.0,1,1,0,0,35,35,3,2,0,1,0,0,0,1,0,0,0
83900.0,30.0,0.0,1,1,0,0,53,53,0,0,0,0,1,0,0,1,0,0,0
90000.0,0.0,0.0,0,0,0,0,153,153,0,0,0,0,0,1,0,0,1,0,0
85000.0,0.0,0.0,2,1,0,0,40,40,0,0,0,0,1,0,0,1,0,0,0
85000.0,0.0,0.0,1,1,1,1,12,12,0,0,0,0,0,1,1,0,0,0,0
85000.0,0.0,215.0,1,1,0,0,30,30,3,0,0,1,0,0,0,1,0,0,0
90000.0,0.0,380.0,1,1,0,0,20,21,0,0,0,1,0,0,1,0,0,0,0
85000.0,0.0,0.0,1,1,0,0,35,35,0,0,0,1,0,0,0,1,0,0,0
94000.0,0.0,250.0,2,1,0,1,52,52,4,2,3,1,0,0,0,0,1,0,0
90000.0,0.0,0.0,3,2,1,3,70,0,0,0,0,0,1,0,0,0,1,0,0
95000.0,0.0,350.0,2,1,0,1,50,50,11,8,6,1,0,0,0,1,0,0,0
100000.0,0.0,0.0,1,1,0,1,40,0,7,8,4,1,0,0,0,0,1,0,0
95000.0,0.0,20.0,2,1,0,1,45,45,0,0,0,1,0,0,0,0,1,0,0
100000.0,0.0,0.0,1,1,0,1,40,0,0,0,2,1,0,0,0,0,1,0,0
100000.0,0.0,0.0,3,1,0,0,60,0,0,0,0,0,1,0,0,0,1,0,0
100000.0,1.0,265.0,2,1,0,1,45,45,0,0,0,1,0,0,0,0,1,0,0
99900.0,0.0,0.0,2,1,0,1,52,0,0,0,5,1,0,0,0,0,1,0,0
100000.0,0.0,0.0,2,1,0,1,46,0,0,0,0,1,0,0,0,1,0,0,0
100000.0,0.0,230.0,2,1,0,0,79,79,0,0,0,1,0,0,0,1,0,0,0
100000.0,200.0,230.0,1,1,0,1,50,0,0,0,0,1,0,0,0,0,1,0,0
94072.0,0.0,0.0,2,1,0,0,54,60,0,0,0,1,0,0,0,1,0,0,0
100000.0,252.0,307.0,2,1,0,1,62,67,4,4,1,1,0,0,0,0,1,0,0
99900.0,0.0,190.0,2,1,0,1,51,0,0,0,3,1,0,0,0,0,1,0,0
100000.0,0.0,260.0,2,1,0,1,45,45,0,0,0,1,0,0,0,0,1,0,0
100000.0,0.0,230.0,2,1,0,1,45,0,3,2,3,1,0,0,0,0,1,0,0
99201.0,0.0,0.0,1,1,0,0,39,0,0,0,1,1,0,0,0,1,0,0,0
95000.0,0.0,250.0,2,1,0,1,41,46530,0,0,0,1,0,0,0,0,1,0,0
95000.0,0.0,0.0,2,1,0,1,50,50,0,0,0,1,0,0,0,1,0,0,0
100000.0,0.0,0.0,1,0,0,0,112,112,0,0,0,0,0,1,0,0,1,0,0
95000.0,0.0,200.0,2,1,0,1,60,60,0,0,4,1,0,0,0,0,1,0,0
91443.0,0.0,0.0,2,1,0,0,47,0,0,0,1,1,0,0,0,1,0,0,0
100000.0,100.0,470.0,1,1,0,1,43,43,5,6,1,1,0,0,0,0,1,0,0
99990.0,0.0,0.0,2,1,0,1,45,45,0,0,0,1,0,0,0,0,1,0,0
95000.0,0.0,0.0,2,1,0,0,110,0,0,0,0,0,1,0,0,0,1,0,0
93670.0,0.0,0.0,1,1,0,0,40,68,3,0,1,1,0,0,0,1,0,0,0
99000.0,0.0,0.0,2,1,0,0,70,0,2,0,0,0,1,0,0,0,1,0,0
100000.0,0.0,0.0,0,0,0,0,162,162,0,0,0,0,0,1,0,0,1,0,0
95000.0,0.0,60.0,2,1,0,1,50,50,0,0,2,1,0,0,0,1,0,0,0
100000.0,0.0,0.0,2,2,1,0,10,0,0,0,0,0,1,0,0,1,0,0,0
95000.0,0.0,0.0,1,1,0,0,45,70,0,0,0,1,0,0,0,0,1,0,0
98104.0,0.0,0.0,0,0,0,0,360,0,0,0,0,0,0,1,0,0,1,0,0
95000.0,0.0,70.0,2,1,0,1,56,60,6,10,6,1,0,0,0,1,0,0,0
99900.0,0.0,0.0,1,0,0,20,225,225,0,0,0,0,0,1,0,0,1,0,0
100000.0,0.0,0.0,2,2,1,0,60,0,0,0,0,0,1,0,0,0,1,0,0
95000.0,0.0,0.0,2,1,0,0,50,50,0,0,0,1,0,0,0,1,0,0,0
94500.0,0.0,0.0,3,1,0,0,54,54,0,0,0,0,1,0,0,0,1,0,0
99000.0,0.0,80.0,0,0,0,0,120,120,0,0,1,0,0,1,0,0,1,0,0
95000.0,0.0,0.0,1,1,0,0,36,36,0,0,0,0,0,1,0,1,0,0,0
100000.0,0.0,0.0,1,1,0,1,44,0,0,0,0,0,1,0,0,1,0,0,0
100000.0,0.0,0.0,0,0,0,0,0,350,0,0,0,0,0,1,0,0,1,0,0
100000.0,0.0,0.0,0,0,0,0,225,225,0,0,0,0,0,1,0,0,1,0,0
91443.0,0.0,0.0,2,1,1,1,63,64,0,0,0,0,1,0,0,0,1,0,0
100000.0,50.0,50.0,0,0,0,0,175,175,0,0,0,0,0,1,0,0,1,0,0
95000.0,0.0,0.0,1,1,0,0,46,46,0,0,0,0,1,0,0,0,1,0,0
100000.0,0.0,380.0,2,1,0,1,60,62,0,0,0,1,0,0,0,0,1,0,0
99000.0,0.0,240.0,2,1,0,1,47,50,0,0,1,1,0,0,0,0,1,0,0
95488.0,0.0,0.0,2,1,0,0,71,0,0,0,0,1,0,0,0,1,0,0,0
95000.0,0.0,170.0,1,1,0,1,40,90,0,0,2,1,0,0,0,1,0,0,0
91443.0,0.0,0.0,2,1,0,0,47,0,0,0,0,1,0,0,0,1,0,0,0
100000.0,0.0,250.0,2,1,0,1,52,0,4,8,3,1,0,0,0,0,1,0,0
100000.0,0.0,255.0,2,1,0,1,45,45,0,0,0,1,0,0,0,0,1,0,0
100000.0,0.0,100.0,0,0,0,0,184,184,0,0,0,0,0,1,0,0,1,0,0
100000.0,0.0,0.0,0,0,0,0,200,200,0,0,0,0,0,1,0,0,1,0,0
99653.0,0.0,0.0,2,1,0,0,67,0,0,0,0,1,0,0,0,0,1,0,0
100000.0,0.0,340.0,2,1,0,1,60,60,4,4,3,1,0,0,0,0,1,0,0
100000.0,0.0,50.0,2,1,0,1,72,129,0,0,0,0,1,0,0,0,1,0,0
100000.0,0.0,280.0,2,1,0,1,45,47,0,0,2,1,0,0,0,0,1,0,0
100000.0,0.0,130.0,2,1,0,1,58,0,0,0,0,1,0,0,0,0,1,0,0
95488.0,0.0,0.0,2,1,0,0,71,70,0,0,0,1,0,0,0,1,0,0,0
100000.0,0.0,0.0,2,1,0,1,80,80,0,0,0,0,1,0,0,1,0,0,0
95000.0,0.0,190.0,2,1,0,1,50,0,5,12,1,1,0,0,0,0,1,0,0
95000.0,0.0,0.0,2,1,0,0,50,50,0,0,0,0,0,1,0,1,0,0,0
100000.0,0.0,340.0,2,1,0,1,65,65,4,4,2,1,0,0,0,0,1,0,0
99000.0,0.0,0.0,3,1,0,0,60,0,0,0,2,0,1,0,0,0,1,0,0
98605.0,0.0,0.0,2,1,0,1,120,134,0,0,0,0,1,0,0,0,1,0,0
100000.0,0.0,120.0,2,1,0,1,55,55,0,0,0,1,0,0,0,0,1,0,0
94072.0,0.0,0.0,2,1,0,0,54,54,0,0,0,0,1,0,0,1,0,0,0
100000.0,0.0,50.0,0,0,0,0,168,168,0,0,0,0,0,1,0,0,1,0,0
100000.0,0.0,70.0,2,1,0,1,55,55,0,0,0,1,0,0,0,0,1,0,0
95205.0,0.0,0.0,2,1,0,0,39,64,0,0,0,0,1,0,0,0,1,0,0
100000.0,10.0,10.0,1,1,1,1,100,100,0,0,0,1,0,0,0,1,0,0,0
95488.0,0.0,0.0,2,1,0,0,71,71,0,0,0,1,0,0,0,1,0,0,0
95000.0,0.0,70.0,1,1,0,1,40,40,0,0,0,1,0,0,0,1,0,0,0
99000.0,0.0,0.0,1,1,0,0,40,40,0,0,0,1,0,0,0,1,0,0,0
95000.0,0.0,0.0,1,1,0,0,36,36,0,0,0,0,0,1,0,1,0,0,0
100000.0,0.0,0.0,2,2,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0
95000.0,80.0,500.0,1,1,0,1,35,70,0,0,0,1,0,0,0,0,1,0,0
100000.0,0.0,250.0,2,1,0,0,95,95,0,0,0,1,0,0,0,1,0,0,0
